transaction_id,timestamp,source_account,destination_account,amount,channel,transaction_type,is_suspicious,pattern_id,pattern_type
TXN005754,2026-07-05 21:56:54,ACC00523,ACC00384,18187.98,RTGS,transfer,0,,normal
TXN005755,2026-07-05 22:00:13,ACC00481,ACC00097,5943.92,RTGS,transfer,0,,normal
TXN005756,2026-07-05 22:07:50,ACC00624,ACC00183,506.68,NEFT,transfer,0,,normal
TXN005757,2026-07-05 22:10:33,ACC00449,ACC00371,686.97,NEFT,transfer,0,,normal
TXN005758,2026-07-05 22:14:55,ACC00338,ACC00125,21518.55,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005759,2026-07-05 22:19:35,ACC00465,ACC00029,3053.82,IMPS,transfer,0,,normal
TXN005760,2026-07-05 22:20:25,ACC00161,ACC00351,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005761,2026-07-05 22:22:04,ACC00241,ACC00095,933.3,NEFT,transfer,0,,normal
TXN005762,2026-07-05 22:25:48,ACC00159,ACC00381,7906.75,RTGS,transfer,0,,normal
TXN005763,2026-07-05 22:27:37,ACC00070,ACC00577,1301.14,NEFT,transfer,0,,normal
TXN005764,2026-07-05 22:32:44,ACC00473,ACC00265,5900.25,RTGS,transfer,0,,normal
TXN005765,2026-07-05 22:35:35,ACC00020,ACC00523,7501.36,RTGS,transfer,0,,normal
TXN005766,2026-07-05 22:52:56,ACC00329,ACC00562,8355.54,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005767,2026-07-05 22:53:01,ACC00112,ACC00492,4856.97,IMPS,transfer,0,,normal
TXN005768,2026-07-05 22:58:36,ACC00075,ACC00453,6791.94,UPI,transfer,0,,normal
TXN005769,2026-07-05 23:03:21,ACC00047,ACC00657,21136.18,IMPS,transfer,0,,normal
TXN005770,2026-07-05 23:11:41,ACC00168,ACC00469,2670.37,IMPS,transfer,0,,normal
TXN005771,2026-07-05 23:13:57,ACC00438,ACC00684,20090.26,IMPS,transfer,0,,normal
TXN005772,2026-07-05 23:21:24,ACC00389,ACC00070,16997.75,UPI,transfer,0,,normal
TXN005773,2026-07-05 23:25:06,ACC00058,ACC00273,1528.31,RTGS,transfer,0,,normal
TXN005774,2026-07-05 23:29:46,ACC00547,ACC00394,1999.95,NEFT,transfer,0,,normal
TXN005775,2026-07-05 23:30:09,ACC00108,ACC00646,5704.41,IMPS,transfer,0,,normal
TXN005776,2026-07-05 23:35:04,ACC00161,ACC00639,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005777,2026-07-05 23:36:00,ACC00330,ACC00219,5052.94,NEFT,transfer,0,,normal
TXN005778,2026-07-05 23:45:22,ACC00192,ACC00546,1910.43,RTGS,transfer,0,,normal
TXN005779,2026-07-05 23:48:49,ACC00161,ACC00034,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005780,2026-07-05 23:49:15,ACC00063,ACC00576,7192.83,NEFT,transfer,0,,normal
TXN005781,2026-07-05 23:58:31,ACC00334,ACC00176,986.5,UPI,transfer,0,,normal
TXN005782,2026-07-06 00:06:42,ACC00633,ACC00516,1897.19,UPI,transfer,0,,normal
TXN005783,2026-07-06 00:08:23,ACC00236,ACC00647,3595.04,NEFT,transfer,0,,normal
TXN005784,2026-07-06 00:08:46,ACC00088,ACC00256,3481.11,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005785,2026-07-06 00:32:15,ACC00213,ACC00668,1769.88,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005786,2026-07-06 00:39:56,ACC00365,ACC00594,8606.07,RTGS,transfer,0,,normal
TXN005787,2026-07-06 01:07:12,ACC00079,ACC00069,3117.02,IMPS,transfer,0,,normal
TXN005788,2026-07-06 01:11:15,ACC00483,ACC00236,1643.39,NEFT,transfer,0,,normal
TXN005789,2026-07-06 01:28:43,ACC00093,ACC00526,1289.3,RTGS,transfer,0,,normal
TXN005790,2026-07-06 01:30:54,ACC00393,ACC00552,8764.25,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005791,2026-07-06 01:30:57,ACC00423,ACC00424,49500.0,UPI,transfer,1,STRUCT008,structuring
TXN005792,2026-07-06 01:31:36,ACC00587,ACC00082,11849.56,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005793,2026-07-06 01:38:39,ACC00534,ACC00575,1110.9,RTGS,transfer,0,,normal
TXN005794,2026-07-06 01:46:24,ACC00640,ACC00053,2596.82,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005795,2026-07-06 01:48:37,ACC00082,ACC00655,12853.23,UPI,transfer,0,,normal
TXN005796,2026-07-06 02:34:38,ACC00489,ACC00175,5992.19,NEFT,transfer,0,,normal
TXN005797,2026-07-06 02:55:57,ACC00171,ACC00679,4478.0,RTGS,transfer,0,,normal
TXN005798,2026-07-06 03:14:56,ACC00459,ACC00486,385706.41,IMPS,transfer,1,LAYER007,cyclic_layering
TXN005799,2026-07-06 03:22:07,ACC00450,ACC00121,3954.37,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005800,2026-07-06 03:28:11,ACC00220,ACC00616,7043.51,IMPS,transfer,0,,normal
TXN005801,2026-07-06 03:31:29,ACC00003,ACC00153,2655.09,IMPS,transfer,0,,normal
TXN005802,2026-07-06 03:37:56,ACC00026,ACC00407,651.85,RTGS,transfer,0,,normal
TXN005803,2026-07-06 04:04:54,ACC00117,ACC00411,2499.87,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005804,2026-07-06 04:05:00,ACC00161,ACC00657,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005805,2026-07-06 04:07:50,ACC00365,ACC00160,903.19,UPI,transfer,0,,normal
TXN005806,2026-07-06 04:15:45,ACC00115,ACC00454,6933.78,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005807,2026-07-06 04:16:27,ACC00650,ACC00647,10197.15,IMPS,transfer,0,,normal
TXN005808,2026-07-06 04:17:56,ACC00161,ACC00453,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005809,2026-07-06 04:26:40,ACC00598,ACC00521,4236.14,IMPS,transfer,0,,normal
TXN005810,2026-07-06 04:29:21,ACC00423,ACC00615,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005811,2026-07-06 04:33:49,ACC00549,ACC00212,4801.15,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005812,2026-07-06 04:37:59,ACC00163,ACC00119,4211.31,IMPS,transfer,0,,normal
TXN005813,2026-07-06 04:41:31,ACC00567,ACC00301,14952.98,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005814,2026-07-06 04:48:34,ACC00245,ACC00211,3378.36,IMPS,transfer,0,,normal
TXN005815,2026-07-06 04:48:39,ACC00381,ACC00149,1526.08,NEFT,transfer,0,,normal
TXN005816,2026-07-06 04:53:47,ACC00327,ACC00446,3086.6,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005817,2026-07-06 05:04:15,ACC00364,ACC00048,2159.03,IMPS,transfer,0,,normal
TXN005818,2026-07-06 05:08:43,ACC00538,ACC00619,4814.68,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005819,2026-07-06 05:26:20,ACC00031,ACC00034,3140.64,UPI,transfer,0,,normal
TXN005820,2026-07-06 05:34:32,ACC00169,ACC00059,1573.2,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005821,2026-07-06 05:35:41,ACC00645,ACC00440,6576.36,RTGS,transfer,0,,normal
TXN005822,2026-07-06 05:40:16,ACC00100,ACC00072,3622.78,RTGS,transfer,0,,normal
TXN005823,2026-07-06 05:59:05,ACC00110,ACC00140,878.76,RTGS,transfer,0,,normal
TXN005824,2026-07-06 06:05:08,ACC00459,ACC00293,15121.99,RTGS,transfer,0,,normal
TXN005825,2026-07-06 06:10:08,ACC00697,ACC00577,15008.33,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005826,2026-07-06 06:10:30,ACC00440,ACC00264,1285.31,NEFT,transfer,0,,normal
TXN005827,2026-07-06 06:15:45,ACC00287,ACC00433,15477.2,UPI,transfer,0,,normal
TXN005828,2026-07-06 06:33:56,ACC00453,ACC00612,22478.87,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005829,2026-07-06 06:34:16,ACC00557,ACC00243,734.0,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005830,2026-07-06 06:37:48,ACC00113,ACC00012,20092.43,UPI,transfer,0,,normal
TXN005831,2026-07-06 06:49:01,ACC00520,ACC00446,3559.34,NEFT,transfer,0,,normal
TXN005832,2026-07-06 06:52:41,ACC00634,ACC00232,4944.57,RTGS,transfer,0,,normal
TXN005833,2026-07-06 06:55:15,ACC00602,ACC00536,4368.15,IMPS,transfer,0,,normal
TXN005834,2026-07-06 06:56:01,ACC00526,ACC00208,10655.18,NEFT,transfer,0,,normal
TXN005835,2026-07-06 06:56:40,ACC00596,ACC00195,384975.25,NEFT,transfer,1,LAYER004,cyclic_layering
TXN005836,2026-07-06 06:59:24,ACC00642,ACC00021,796.59,IMPS,transfer,0,,normal
TXN005837,2026-07-06 07:09:39,ACC00423,ACC00171,49500.0,UPI,transfer,1,STRUCT008,structuring
TXN005838,2026-07-06 07:13:45,ACC00161,ACC00644,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005839,2026-07-06 07:15:27,ACC00007,ACC00135,2189.15,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005840,2026-07-06 07:15:58,ACC00286,ACC00328,8089.9,NEFT,transfer,0,,normal
TXN005841,2026-07-06 07:25:27,ACC00217,ACC00252,5560.59,RTGS,transfer,0,,normal
TXN005842,2026-07-06 07:28:47,ACC00423,ACC00285,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005843,2026-07-06 07:33:36,ACC00147,ACC00427,2064.97,IMPS,transfer,0,,normal
TXN005844,2026-07-06 07:34:30,ACC00411,ACC00357,2506.98,RTGS,transfer,0,,normal
TXN005845,2026-07-06 07:35:24,ACC00107,ACC00525,6939.12,IMPS,transfer,0,,normal
TXN005846,2026-07-06 07:35:27,ACC00326,ACC00074,18524.84,RTGS,transfer,0,,normal
TXN005847,2026-07-06 07:37:01,ACC00346,ACC00548,2256.86,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005848,2026-07-06 07:40:09,ACC00261,ACC00043,5324.6,NEFT,transfer,0,,normal
TXN005849,2026-07-06 07:41:08,ACC00428,ACC00040,6879.69,NEFT,transfer,0,,normal
TXN005850,2026-07-06 07:44:59,ACC00423,ACC00574,49500.0,UPI,transfer,1,STRUCT008,structuring
TXN005851,2026-07-06 07:45:19,ACC00309,ACC00471,4224.75,IMPS,transfer,0,,normal
TXN005852,2026-07-06 07:58:23,ACC00244,ACC00665,3218.62,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005853,2026-07-06 08:00:12,ACC00218,ACC00691,3415.2,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005854,2026-07-06 08:00:12,ACC00677,ACC00533,4406.71,IMPS,transfer,0,,normal
TXN005855,2026-07-06 08:06:55,ACC00013,ACC00120,6017.96,RTGS,transfer,0,,normal
TXN005856,2026-07-06 08:09:04,ACC00161,ACC00475,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005857,2026-07-06 08:18:59,ACC00388,ACC00108,3789.25,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005858,2026-07-06 08:20:49,ACC00551,ACC00251,5145.01,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005859,2026-07-06 08:27:41,ACC00076,ACC00284,1551.37,NEFT,transfer,0,,normal
TXN005860,2026-07-06 08:28:54,ACC00221,ACC00313,3253.77,RTGS,transfer,0,,normal
TXN005861,2026-07-06 08:41:14,ACC00302,ACC00145,11148.56,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005862,2026-07-06 08:48:20,ACC00256,ACC00288,5238.51,IMPS,transfer,0,,normal
TXN005863,2026-07-06 08:52:21,ACC00555,ACC00181,7709.76,NEFT,transfer,0,,normal
TXN005864,2026-07-06 08:55:54,ACC00066,ACC00526,10530.06,IMPS,transfer,0,,normal
TXN005865,2026-07-06 08:57:51,ACC00258,ACC00197,11429.57,IMPS,transfer,0,,normal
TXN005866,2026-07-06 08:59:13,ACC00454,ACC00150,4817.45,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005867,2026-07-06 09:05:34,ACC00349,ACC00120,3401.24,NEFT,transfer,0,,normal
TXN005868,2026-07-06 09:25:28,ACC00161,ACC00463,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005869,2026-07-06 09:28:28,ACC00072,ACC00687,1898.58,RTGS,transfer,0,,normal
TXN005870,2026-07-06 09:28:29,ACC00397,ACC00529,6623.87,IMPS,transfer,0,,normal
TXN005871,2026-07-06 09:38:37,ACC00161,ACC00231,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005872,2026-07-06 09:38:58,ACC00310,ACC00376,5020.45,IMPS,transfer,0,,normal
TXN005873,2026-07-06 09:43:52,ACC00161,ACC00011,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005874,2026-07-06 09:44:38,ACC00577,ACC00496,23800.04,RTGS,transfer,0,,normal
TXN005875,2026-07-06 09:54:26,ACC00560,ACC00668,9388.99,IMPS,transfer,0,,normal
TXN005876,2026-07-06 09:59:01,ACC00227,ACC00423,4392.45,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005877,2026-07-06 09:59:44,ACC00155,ACC00027,2673.46,IMPS,transfer,0,,normal
TXN005878,2026-07-06 10:00:02,ACC00379,ACC00479,1737.79,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005879,2026-07-06 10:00:30,ACC00658,ACC00018,3069.52,UPI,transfer,0,,normal
TXN005880,2026-07-06 10:09:06,ACC00588,ACC00223,2074.86,UPI,transfer,0,,normal
TXN005881,2026-07-06 10:12:03,ACC00374,ACC00113,5219.79,IMPS,transfer,0,,normal
TXN005882,2026-07-06 10:44:04,ACC00596,ACC00570,10305.22,IMPS,transfer,0,,normal
TXN005883,2026-07-06 10:44:05,ACC00553,ACC00452,7802.16,NEFT,transfer,0,,normal
TXN005884,2026-07-06 10:52:01,ACC00389,ACC00093,11948.64,NEFT,transfer,0,,normal
TXN005885,2026-07-06 10:53:22,ACC00423,ACC00300,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005886,2026-07-06 11:01:50,ACC00423,ACC00476,49500.0,UPI,transfer,1,STRUCT008,structuring
TXN005887,2026-07-06 11:04:24,ACC00615,ACC00178,3261.06,IMPS,transfer,0,,normal
TXN005888,2026-07-06 11:33:43,ACC00647,ACC00339,2284.76,UPI,transfer,0,,normal
TXN005889,2026-07-06 11:33:59,ACC00161,ACC00151,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005890,2026-07-06 11:35:09,ACC00423,ACC00191,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005891,2026-07-06 12:03:02,ACC00139,ACC00415,5006.01,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005892,2026-07-06 12:03:43,ACC00352,ACC00548,11308.5,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005893,2026-07-06 12:16:28,ACC00161,ACC00099,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005894,2026-07-06 12:26:37,ACC00473,ACC00289,5990.48,RTGS,transfer,0,,normal
TXN005895,2026-07-06 12:35:15,ACC00104,ACC00520,5765.88,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005896,2026-07-06 12:46:59,ACC00403,ACC00387,2275.79,NEFT,transfer,0,,normal
TXN005897,2026-07-06 12:58:52,ACC00401,ACC00473,6792.47,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005898,2026-07-06 13:05:15,ACC00482,ACC00048,3705.27,RTGS,transfer,0,,normal
TXN005899,2026-07-06 13:05:54,ACC00543,ACC00623,7881.91,IMPS,transfer,0,,normal
TXN005900,2026-07-06 13:26:21,ACC00582,ACC00599,16510.84,RTGS,transfer,0,,normal
TXN005901,2026-07-06 13:41:44,ACC00410,ACC00164,2780.19,IMPS,transfer,0,,normal
TXN005902,2026-07-06 13:50:24,ACC00062,ACC00523,5461.9,NEFT,transfer,0,,normal
TXN005903,2026-07-06 13:56:28,ACC00432,ACC00653,1956.18,RTGS,transfer,0,,normal
TXN005904,2026-07-06 13:57:01,ACC00624,ACC00001,3380.12,UPI,transfer,0,,normal
TXN005905,2026-07-06 14:09:02,ACC00324,ACC00693,5905.69,IMPS,transfer,0,,normal
TXN005906,2026-07-06 14:11:12,ACC00161,ACC00664,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005907,2026-07-06 14:11:41,ACC00284,ACC00457,4812.18,NEFT,transfer,0,,normal
TXN005908,2026-07-06 14:14:38,ACC00273,ACC00485,5635.4,IMPS,transfer,0,,normal
TXN005909,2026-07-06 14:16:14,ACC00375,ACC00093,1485.89,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005910,2026-07-06 14:27:46,ACC00681,ACC00563,3276.55,RTGS,transfer,0,,normal
TXN005911,2026-07-06 14:39:59,ACC00547,ACC00128,6469.21,NEFT,transfer,0,,normal
TXN005912,2026-07-06 14:40:12,ACC00321,ACC00360,4973.48,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005913,2026-07-06 14:47:25,ACC00423,ACC00199,49500.0,UPI,transfer,1,STRUCT008,structuring
TXN005914,2026-07-06 15:05:10,ACC00221,ACC00446,4655.51,RTGS,transfer,0,,normal
TXN005915,2026-07-06 15:09:58,ACC00161,ACC00114,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005916,2026-07-06 15:15:02,ACC00423,ACC00302,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005917,2026-07-06 15:21:37,ACC00547,ACC00324,5724.47,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005918,2026-07-06 15:30:54,ACC00423,ACC00282,49500.0,UPI,transfer,1,STRUCT008,structuring
TXN005919,2026-07-06 15:32:26,ACC00414,ACC00139,4812.63,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005920,2026-07-06 15:38:17,ACC00526,ACC00309,4715.19,NEFT,transfer,0,,normal
TXN005921,2026-07-06 15:48:53,ACC00466,ACC00609,5598.91,NEFT,transfer,0,,normal
TXN005922,2026-07-06 15:53:06,ACC00323,ACC00023,5341.49,NEFT,transfer,0,,normal
TXN005923,2026-07-06 15:59:35,ACC00248,ACC00054,2208.91,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005924,2026-07-06 16:10:04,ACC00423,ACC00153,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005925,2026-07-06 16:22:50,ACC00061,ACC00440,520.52,NEFT,transfer,0,,normal
TXN005926,2026-07-06 16:23:03,ACC00058,ACC00528,3080.17,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005927,2026-07-06 16:38:34,ACC00344,ACC00474,1413.5,UPI,transfer,0,,normal
TXN005928,2026-07-06 16:54:27,ACC00377,ACC00588,3546.46,RTGS,transfer,0,,normal
TXN005929,2026-07-06 16:57:11,ACC00008,ACC00384,9433.6,NEFT,transfer,0,,normal
TXN005930,2026-07-06 17:00:15,ACC00161,ACC00175,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005931,2026-07-06 17:07:48,ACC00241,ACC00329,564.4,UPI,transfer,0,,normal
TXN005932,2026-07-06 17:29:11,ACC00554,ACC00173,7494.43,RTGS,transfer,0,,normal
TXN005933,2026-07-06 17:33:35,ACC00044,ACC00596,3906.23,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005934,2026-07-06 17:34:01,ACC00646,ACC00455,2424.17,RTGS,transfer,0,,normal
TXN005935,2026-07-06 17:36:39,ACC00161,ACC00698,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005936,2026-07-06 17:38:19,ACC00161,ACC00190,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005937,2026-07-06 17:38:59,ACC00018,ACC00525,5514.55,RTGS,transfer,0,,normal
TXN005938,2026-07-06 17:45:53,ACC00423,ACC00415,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005939,2026-07-06 17:46:44,ACC00536,ACC00010,4535.49,UPI,transfer,0,,normal
TXN005940,2026-07-06 17:51:26,ACC00131,ACC00330,1580.03,IMPS,transfer,0,,normal
TXN005941,2026-07-06 17:59:50,ACC00383,ACC00083,11880.66,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005942,2026-07-06 18:04:12,ACC00354,ACC00372,2463.67,UPI,transfer,0,,normal
TXN005943,2026-07-06 18:04:14,ACC00424,ACC00566,387.99,NEFT,transfer,0,,normal
TXN005944,2026-07-06 18:09:44,ACC00537,ACC00516,22876.44,NEFT,transfer,0,,normal
TXN005945,2026-07-06 18:36:44,ACC00489,ACC00494,618.14,IMPS,transfer,0,,normal
TXN005946,2026-07-06 18:47:04,ACC00171,ACC00377,1010.55,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005947,2026-07-06 18:56:40,ACC00247,ACC00021,8243.83,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005948,2026-07-06 18:58:25,ACC00137,ACC00018,6005.0,RTGS,transfer,0,,normal
TXN005949,2026-07-06 19:15:26,ACC00335,ACC00622,1369.89,RTGS,transfer,0,,normal
TXN005950,2026-07-06 19:18:31,ACC00463,ACC00290,2564.55,IMPS,transfer,0,,normal
TXN005951,2026-07-06 19:41:15,ACC00093,ACC00317,4792.08,NEFT,transfer,0,,normal
TXN005952,2026-07-06 19:46:14,ACC00419,ACC00591,2232.6,NEFT,transfer,0,,normal
TXN005953,2026-07-06 19:49:39,ACC00201,ACC00254,1084.85,RTGS,transfer,0,,normal
TXN005954,2026-07-06 19:55:31,ACC00026,ACC00070,1662.25,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005955,2026-07-06 19:58:18,ACC00007,ACC00156,15270.34,IMPS,transfer,0,,normal
TXN005956,2026-07-06 19:58:22,ACC00181,ACC00162,1301.51,UPI,transfer,0,,normal
TXN005957,2026-07-06 20:09:31,ACC00120,ACC00309,2826.95,IMPS,transfer,0,,normal
TXN005958,2026-07-06 20:13:08,ACC00161,ACC00219,49500.0,UPI,transfer,1,STRUCT012,structuring
TXN005959,2026-07-06 20:17:06,ACC00355,ACC00226,15041.3,UPI,transfer,0,,normal
TXN005960,2026-07-06 20:25:34,ACC00156,ACC00509,3437.54,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005961,2026-07-06 20:32:41,ACC00431,ACC00320,1448.63,NEFT,transfer,0,,normal
TXN005962,2026-07-06 20:35:52,ACC00086,ACC00365,3665.16,RTGS,transfer,0,,normal
TXN005963,2026-07-06 20:41:32,ACC00098,ACC00603,7466.6,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005964,2026-07-06 20:42:25,ACC00281,ACC00029,6989.28,UPI,transfer,0,,normal
TXN005965,2026-07-06 20:45:58,ACC00109,ACC00577,1882.34,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005966,2026-07-06 20:47:20,ACC00423,ACC00031,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005967,2026-07-06 21:08:21,ACC00103,ACC00665,10160.12,IMPS,transfer,0,,normal
TXN005968,2026-07-06 21:20:56,ACC00465,ACC00541,9259.85,RTGS,transfer,0,,normal
TXN005969,2026-07-06 21:22:46,ACC00508,ACC00306,4016.53,UPI,transfer,0,,normal
TXN005970,2026-07-06 21:22:47,ACC00423,ACC00264,49500.0,IMPS,transfer,1,STRUCT008,structuring
TXN005971,2026-07-06 21:56:15,ACC00416,ACC00190,7982.26,RTGS,transfer,0,,normal
TXN005972,2026-07-06 22:02:52,ACC00270,ACC00046,3199.36,RTGS,transfer,0,,normal
TXN005973,2026-07-06 22:07:28,ACC00621,ACC00328,7212.35,RTGS,transfer,0,,normal
TXN005974,2026-07-06 22:08:07,ACC00161,ACC00278,49500.0,IMPS,transfer,1,STRUCT012,structuring
TXN005975,2026-07-06 22:12:50,ACC00486,ACC00327,8658.12,NEFT,transfer,0,,normal
TXN005976,2026-07-06 22:14:15,ACC00281,ACC00097,1805.9,RTGS,transfer,0,,normal
TXN005977,2026-07-06 22:46:54,ACC00473,ACC00349,1648.01,IMPS,transfer,0,,normal
TXN005978,2026-07-06 22:47:02,ACC00487,ACC00354,1625.01,UPI,transfer,0,,normal
TXN005979,2026-07-06 23:15:09,ACC00524,ACC00521,2890.97,IMPS,transfer,0,,normal
TXN005980,2026-07-06 23:18:06,ACC00685,ACC00661,5607.98,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005981,2026-07-06 23:20:09,ACC00102,ACC00273,24885.19,RTGS,transfer,0,,normal
TXN005982,2026-07-06 23:43:09,ACC00609,ACC00421,2998.75,RTGS,transfer,0,,normal
TXN005983,2026-07-06 23:48:56,ACC00103,ACC00474,2261.87,UPI,transfer,0,,normal
TXN005984,2026-07-07 00:02:34,ACC00221,ACC00288,16116.87,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005985,2026-07-07 00:04:02,ACC00338,ACC00628,2151.65,IMPS,transfer,0,,normal
TXN005986,2026-07-07 00:04:33,ACC00283,ACC00432,2112.41,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005987,2026-07-07 00:04:55,ACC00694,ACC00601,8170.67,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005988,2026-07-07 00:39:23,ACC00391,ACC00081,9810.32,NEFT,transfer,0,,normal
TXN005989,2026-07-07 00:47:32,ACC00581,ACC00663,11003.52,RTGS,transfer,0,,normal
TXN005990,2026-07-07 00:47:34,ACC00175,ACC00666,963.92,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005991,2026-07-07 00:53:09,ACC00281,ACC00547,702.35,CASH_DEPOSIT,cash_deposit,0,,normal
TXN005992,2026-07-07 01:00:38,ACC00188,ACC00385,5830.75,UPI,transfer,0,,normal
TXN005993,2026-07-07 01:01:03,ACC00299,ACC00578,3960.14,IMPS,transfer,0,,normal
TXN005994,2026-07-07 01:01:59,ACC00554,ACC00257,9767.56,UPI,transfer,0,,normal
TXN005995,2026-07-07 01:04:30,ACC00249,ACC00651,1640.18,IMPS,transfer,0,,normal
TXN005996,2026-07-07 01:08:53,ACC00582,ACC00371,4485.29,UPI,transfer,0,,normal
TXN005997,2026-07-07 01:45:16,ACC00608,ACC00692,6592.48,RTGS,transfer,0,,normal
TXN005998,2026-07-07 01:45:35,ACC00343,ACC00505,14387.74,UPI,transfer,0,,normal
TXN005999,2026-07-07 01:52:04,ACC00552,ACC00084,850.4,UPI,transfer,0,,normal
TXN006000,2026-07-07 01:55:10,ACC00124,ACC00186,2214.04,IMPS,transfer,0,,normal
TXN006001,2026-07-07 02:00:46,ACC00600,ACC00501,9007.11,IMPS,transfer,0,,normal
TXN006002,2026-07-07 02:28:26,ACC00519,ACC00426,16122.62,RTGS,transfer,0,,normal
TXN006003,2026-07-07 02:37:37,ACC00404,ACC00383,7852.43,NEFT,transfer,0,,normal
TXN006004,2026-07-07 02:38:36,ACC00460,ACC00607,2811.86,NEFT,transfer,0,,normal
TXN006005,2026-07-07 02:51:30,ACC00470,ACC00529,5048.29,UPI,transfer,0,,normal
TXN006006,2026-07-07 03:13:55,ACC00213,ACC00400,4653.48,NEFT,transfer,0,,normal
TXN006007,2026-07-07 03:15:23,ACC00647,ACC00591,2347.4,NEFT,transfer,0,,normal
TXN006008,2026-07-07 03:16:17,ACC00359,ACC00263,4455.06,UPI,transfer,0,,normal
TXN006009,2026-07-07 03:26:38,ACC00247,ACC00602,1507.1,CASH_DEPOSIT,cash_deposit,0,,normal
TXN006010,2026-07-07 03:30:26,ACC00445,ACC00438,4400.8,UPI,transfer,0,,normal
TXN006011,2026-07-07 03:36:03,ACC00013,ACC00027,32764.46,RTGS,transfer,0,,normal
TXN006012,2026-07-07 03:39:20,ACC00015,ACC00346,2929.69,IMPS,transfer,0,,normal
